,solver_short_name,solver_uuid,solution_uuid,problem_instance_short_name,problem_instance_uuid,task_uuid,instance_data_object_uuid,instance_data_object_url,num_orbitals,time_limit_seconds,accuracy_tol,reference_energy,calendar_due_date,attempted,solved_within_run_time,solved_within_accuracy_requirement,overall_run_time_seconds,is_resource_estimate,num_logical_qubits,num_shots,num_T_gates_per_shot,re_circuit_repetitions_per_calculation,re_calculation_repetitions,re_total_circuit_repetitions,re_logical_abstract_num_qubits,re_logical_abstract_t_count,re_logical_architecture_description,re_logical_compiled_num_qubits,re_logical_compiled_t_count,re_logical_compiled_num_t_factories,re_physical_architecture_description,re_physical_code_name,re_physical_code_distance,re_physical_runtime,re_physical_num_qubits,re_physical_t_count,re_physical_num_t_factories,submitted_by_calendar_due_date,label,reported_energy
182,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,ec0ef762-00ea-4ba9-98b2-4c62a9fa8d1d,Cr_1,02a8c4e9-9d15-4742-b4cc-7f47f69da0e5,b24b71b9-971a-4aca-9fc0-7198d16ca9ed,69a1826c-1bee-4855-8f5f-5df29035bfca,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr1_vdz.69a1826c-1bee-4855-8f5f-5df29035bfca.gz,54,86400,0.00159362,-86.37241,,True,True,False,7.965169191360474,False,,,,,,,,,,,,,,,,,,,,True,False,-86.35065553534794
191,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,ec0ef762-00ea-4ba9-98b2-4c62a9fa8d1d,Cr_1,02a8c4e9-9d15-4742-b4cc-7f47f69da0e5,e604a906-55fa-4b3f-bf17-c24a30312b84,4e3649dd-9050-4acc-93f6-a09c962e89d7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr1_vqz.4e3649dd-9050-4acc-93f6-a09c962e89d7.gz,135,86400,0.00159362,-86.51867,,True,True,False,26.30854821205139,False,,,,,,,,,,,,,,,,,,,,True,False,-86.48159003223378
200,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,ec0ef762-00ea-4ba9-98b2-4c62a9fa8d1d,Cr_1,02a8c4e9-9d15-4742-b4cc-7f47f69da0e5,f4b120e9-acd0-4c7c-89e2-cc082f52f5cf,efaceb68-6fae-491a-bb90-1e3e3463f010,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr1_vtz.efaceb68-6fae-491a-bb90-1e3e3463f010.gz,88,86400,0.00159362,-86.47298,,True,True,False,8.659056186676025,False,,,,,,,,,,,,,,,,,,,,True,False,-86.44010746093066
209,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,fdda7f45-24c9-43f2-ae92-9600e2b1bb30,Ti_1,9823b0dd-87b6-4793-9741-e8cbcf2b50c0,2cd76a23-0514-458a-b588-94e2d10564d3,760e312c-9982-486d-b50e-d9acb003aedc,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Ti1_vdz.760e312c-9982-486d-b50e-d9acb003aedc.gz,54,86400,0.00159362,-57.63401999999999,,True,True,False,8.44317626953125,False,,,,,,,,,,,,,,,,,,,,True,False,-57.60523925416872
218,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,fdda7f45-24c9-43f2-ae92-9600e2b1bb30,Ti_1,9823b0dd-87b6-4793-9741-e8cbcf2b50c0,c7049602-5460-4277-8148-d9c66012f8f0,2ae865cc-f4c6-4e9f-903c-c8221e06b7a9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Ti1_vtz.2ae865cc-f4c6-4e9f-903c-c8221e06b7a9.gz,88,86400,0.00159362,-57.70424000000001,,True,True,False,13.234305620193481,False,,,,,,,,,,,,,,,,,,,,True,False,-57.66863728021833
227,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,6cb8fb65-2389-4855-9610-3cb2eef4b4ad,V_0,a14a1e28-71c5-4e23-bf6e-dd9662a6df58,0f0c8766-4bf5-4c1e-991a-9dafe9bc8f27,950e31e2-142f-480b-b0d1-174381bdb64a,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V0_vdz.950e31e2-142f-480b-b0d1-174381bdb64a.gz,54,86400,0.00159362,-71.07767,,True,True,False,12.588173151016235,False,,,,,,,,,,,,,,,,,,,,True,False,-71.00359122115145
236,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,6cb8fb65-2389-4855-9610-3cb2eef4b4ad,V_0,a14a1e28-71c5-4e23-bf6e-dd9662a6df58,338f4b6e-775c-413b-a508-9132659ebbc3,d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V0_vtz.d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd.gz,88,86400,0.00159362,-71.16898,,True,True,False,9.623428583145142,False,,,,,,,,,,,,,,,,,,,,True,False,-71.08851243488209
245,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,94d54241-564a-461d-8eec-2e83d9c485ef,CuO_0,886ad5bf-d487-48c8-b08c-c9f82b84ed5d,37e1f17b-384d-423d-860b-c75b9dcff951,da86aaff-3ca6-4d32-8da2-e1acfe6c31ab,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.CuO_vdz.da86aaff-3ca6-4d32-8da2-e1acfe6c31ab.gz,76,86400,0.00159362,-213.12303,,True,True,False,11.23389720916748,False,,,,,,,,,,,,,,,,,,,,True,False,-213.00212149016366
254,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,79584bd8-e937-4171-8f7b-3cee16e381e5,TiO_0,0b91f99e-8de5-415d-a78e-f80e45d621ca,84aa9e2d-18e6-4689-9274-28e89ef44080,98719f34-8ba8-4557-a9fd-b28a84fe7dd1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.TiO_vdz.98719f34-8ba8-4557-a9fd-b28a84fe7dd1.gz,76,86400,0.00159362,-73.90375,,True,True,False,11.33879542350769,False,,,,,,,,,,,,,,,,,,,,True,False,-73.80579871153759
263,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,96107e45-fff1-4209-a1f6-640048f586ed,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,4fb7e994-8e7a-4acd-86d4-bb52db824cfc,4ceb8edc-937e-4cb6-9e42-51b6760b2557,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVDZ.4ceb8edc-937e-4cb6-9e42-51b6760b2557.gz,36,86400,0.00159362,-323.7308349290517,,True,True,False,7.99122166633606,False,,,,,,,,,,,,,,,,,,,,True,False,-323.70953096477626
